267,Cañadón Leona 5,com pers. P. Cárdenas y A. Prieto 2000,,,,71°07'21'',,,Baja,Campamento Base,20
268,Cerro del Indio,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
269,Laguna en el Borde del Bosque,,sí,,,n.r.,,Media,Suave,300,200
270,Cerro Contreras 1,,no,71°02'38'',52°30'33'',n.r.,,Indet.,Indet.,n.r.,n.r.
271,Cerro Iturbe 2,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
272,Cerro Navarro 1,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
273,Cerro Schmid 1,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
274,Cerro Schmid 2,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
275,Cerro Schmid 3,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
276,Cerro Tehuelche 1,,no,,,n.r.,,Indet.,Indet., Campamento Efímero,n.r.
277,Cerro Walichu 1,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
278,Cerro Walichu 2,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
279,Laguna Timone 2,,no,,,n.r.,,Indet.,Indet., Arte Rupestre,16
280,Laguna Timone 3,,no,,,n.r.,,Indet.,Indet., Arte Rupestre,n.r.
281,Entierro Morro Chico,,no,,,245,,Indet.,Indet.,n.r.,n.r.
282,Morro Chico A, Massone 1982,sí,,,n.r.,,Baja,Suave, Arte Rupestre,3
283,Morro Chico B,,sí,71°25'12'',52°03'34'',n.r.,,Baja,Marcada,2,2
284,Laguna de los Tábanos,,,71°25'11'',52°03'31'',69°39'19'',,Pradera Baja,Baja,Campamento Efímero, Arte Rupestre
285,Lagunilla,,sí,,,170,,Alta,Suave,70,70
286,Lg. Aymond 1,,sí,69°41'22'',52°07'54'',39,,Alta,Suave,20,20
287,Lg. Aymond 2,,sí,69°35'02'',52°08'16'',39,,Media,Mediana,100,15
288,Lg. Aymond 3,,sí,69°35'22'',52°07'59'',39,,Pradera Baja,Media,Campamento Efímero,70
289,Oazy Harbour,,no,69°39'19'',52°08'23'',n.r.,,Indet.,Indet.,n.r.,n.r.
290,Okere Aike1,,sí,,,15 aprox,,Alta,Suave,200,100
291,Brazo Norte 1, Massone 1989-90,no,69°24'26'',52°14'57'',n.r.,,Indet.,Indet.,n.r.,n.r.
292,Brazo Norte 2, Massone 1989-90,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
293,Cerro Iturbe 1,,,,,n.r.,,Indeterminado,Indet.,Taller Lítico-Divisadero,n.r.
294,Cerro Martín 1,,,,,n.r.,,Indeterminado,Indet.,Taller Lítico-Divisadero,n.r.
295,Cerro Tetera,,sí,,,229,,Baja,Mediana,25,15
296,Cerro Tetera 2, Massone 1981,sí,69°40'43'',52°07'57'',273,,Media,Suave,n.r.,n.r.
297,Cueva de los Chingues,San Román y Morello 1999,sí,69°40'29'',52°09'05'',n.r.,,Media,Suave,3,10
298,Cueva Pali Aike 1,,,69°44'31'',52°05'37'',69°42'20'',,Pradera con Arbustos,Alta,Campamento Base,17
299,Entierro en Jalón,com pers. R. Oyarzún 1999,sí,,,243,,Baja,Suave,2,5
300,La Portada,,no,69°41'04'',52°07'48'',n.r.,,Indet.,Indet.,n.r.,n.r.
301,Laguna Seca,,sí,,,187,,Media,Suave,300,150
302,Laguna Sota,,no,69°46'37'',52°06'47'',n.r.,,Indet.,Indet.,n.r.,n.r.
303,Pali Aike 2,,sí,,,195,,Alta,Mediana,6,11
304,Pali Aike 3,,sí,69°42'28'',52°06'44'',195,,Alta,Plano, Campamento Efímero,3
305,Naufragio del Olympian, Prieto y Van de Maele 1995,sí,69°42'23'',52°06'42'',0,,Alta,Suave,30,80
306,Olympian 1,,sí,69°01'53'',52°14'51'',n.r.,,Alta,Mediana, Taller Lítico, Funerario
307,Olympian 2,,,69°01'53'',52°14'42'',69°01'59'',,Pradera con Arbustos,Alta,Campamento Efímero, Taller Lítico
308,Olympian 3,,sí,,,n.r.,,Media,Mediana,Campamento Efímero,10
309,Olympian 4,,sí,69°01'41'',52°14'49'',n.r.,,Media,Mediana,Campamento Efímero,100
310,Olympian 5,,sí,69°01'34'',52°15'03'',n.r.,,Media,Suave,Campamento Efímero,100
311,Olympian 6,,sí,69°01'05'',52°15'28'',n.r.,,Alta,Mediana,Campamento Efímero,100
312,Posesión,,no,69°02'10'',52°14'36'',n.r.,,Indet.,Indet.,n.r.,n.r.
313,Posesión 2,,no,68°56',52°17'00'',40,,Alta,Indet., Campamento Base,n.r.
314,Posesión 3,com pers. P. Cárdenas 2000,no,,,45,,Alta,Indet., Campamento Base,10
315,Posesión 5, 1971a ,no,,,30,,Alta,Indet., Campamento Base,n.r.
316,Posesión 1,com pers. A. Prieto y P. Cárdenas 1999,sí,,,n.r.,,Alta,Indet.,Campamento Efímero,200
317,Poblado Hispánico Rey Don Felipe,Legoupil y Schidlowsky 1993-94,,68°50'34'',52°18'23'',70°55'43'',,Pradera con Arboles,Alta,Poblado, Funerario
318,Puerto del Hambre,Legoupil y Schidlowsky 1993-94,sí,,,n.r.,,Media,Suave,150,50
319,Puerto Garay 49A,Legoupil y Schidlowsky 1993-94,sí,70°55'47'',53°36'47'',72°05'06'',,Indeterminado,Indet.,Campamento,70
320,Puerto Garay 49B,Legoupil et al. 1992-93,no,,,n.r.,,Indet.,Suave, Campamento,60
321,Puerto Garay 50,,no,72°05'06'',52°39'37'',n.r.,,Indet.,Suave,40,5
322,Punta Adelaide 24,Ocampo s/f,no,72°05'06'',52°39'03'',6,,Indet.,Plano,20,5
323,Km 49,Constantinescu et al. 1998,sí,72°09'49'',52°39'03'',70°56'01'',,Pradera con Arboles,Media,Taller Lítico,30
324,Punta Carrera,,sí,,,n.r.,,Alta,Indet.,30,30
325,PTACERR 1,com pers. P. Cárdenas 2000,no,70°56'21'',53°35'29'',n.r.,,Media,Indet.,n.r.,n.r.
326,Este P. Delgada,1984,no,70°31'13'',52°36'18'',n.r.,,Indet.,Indet.,n.r.,n.r.
327,Punta Delgada 1,1979,sí,,,n.r.,,Alta,Suave,200,100
328,Dungeness 1,1984,,69°34'57'',52°23'15'',n.r.,,,Alta,Taller Lítico, Campamento Base
329,Dungeness 2,,sí,,,no,,Aire Libre,Duna,Estratigráfico,25
330,Dungeness 3,1984,sí,,,68°25'13'',,,Alta,Taller Lítico, Campamento Base
331,Dungeness 4,,no,,,10,,Indet.,Indet.,n.r.,n.r.
332,Dungeness 5,Ocampo et al. 1998b,sí,,,n.r.,,,,n.r.,Funerario
333,Dungeness 6,Ocampo et al. 1998b,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
334,Dungeness A,Ocampo et al. 1998b,no,,,n.r.,,Indet.,Indet.,8,5
335,Dungeness B,Ocampo et al. 1998b,no,68°25'14'',52°20'50'',n.r.,,Indet.,Indet.,n.r.,n.r.
336,Dungeness C,Legoupil et al.1992-93,no,68°25'51'',52°20'44'',n.r.,,Indet.,Indet., Campamento,200
337,Dungeness D,,no,69°01'38'',52°54'07'',n.r.,,Indet.,Indet., Campamento,60
338,Punta Onofre 22,Legoupil y Schidlowsky 1993-94,no,68°27'07'',52°19'58'',1,,Indet.,Plano,60,5
339,Punta Perno,Legoupil y Schidlowsky 1993-94,no,72°10'29'',52°31'41'',n.r.,,Indet.,Indet.,n.r.,n.r.
340,Punta Rocallosa Este 52,Legoupil y Schidlowsky 1993-94,no,,,n.r.,,Indet.,Indet.,60,10
341,Punta Rocallosa Este 53,Legoupil y Schidlowsky 1993-94,no,71°57'20'',52°40'09'',n.r.,,Indet.,Indet.,3,2
342,Punta Rocallosa Este 54,Legoupil y Schidlowsky 1993-94,no,71°57'22'',52°40'16'',n.r.,,Indet.,Suave,5,3
343,Punta Rocallosa Este 55,Legoupil y Schidlowsky 1993-94,no,71°57'20'',52°40'09'',n.r.,,Indet.,Suave,3,2
344,Punta Rocallosa Este 56, Prieto 1993-94,no,71°57'20'',52°39'51'',n.r.,,Indet.,Suave,10,1
345,Punta Rocallosa Oeste 57,1975,no,71°57'50'',52°39'02'',n.r.,,Indet.,Suave,40,10
346,Punta Rosa,com pers. A. Prieto y P. Cárdenas 1999,,71°59'25'',52°39'10'',70°30'00'',,Indeterminado,Indet.,Campamento Efímero, Funerario
347,Punta Santa Ana,com pers. A. Prieto y P. Cárdenas 1999,sí,,,sí,,Conchal,,Estratigráfico,55
348,Punta Santa Ana 2,San Román y Morello 1999c,sí,,,1 aprox,,Media,Suave,20,n.r.
349,Punta Santa Ana 3,,sí,70°55'23'',53°37'42'',n.r.,,Baja,Suave,20,30
350,Río Amarillo 1,,sí,70°55'18'',53°37'48'',2 aprox,,Media,Suave,15,10
351,Km 44 Sur,C),sí,70°58'28'',53°27'20'',4,,Media,Suave,20,30
352,Km 44, Prieto 1993-94,sí,70°56'42'',53°31'40'',70°56'22'',,Pradera con Arboles,Alta,Campamento Base,20
353,Aleros de Laguna Sota (A,,,,,52°03'14'',,Maar,,n.r.,Campamento Base
354,Cerro Johnny,1993,,,,70°01'43'',,Pradera con Arbustos,Baja,Funerario,2
355,Cueva Cerro Sota, Prieto 1993-94,sí,,,166,,Baja,Plano, Funerario,14
356,Cueva Fell,Cárdenas com pers. 1999,sí,70°03'11'',52°03'00'',52°02'40'',,Cañadón,,475,Campamento Base
357,Entierro de Laguna Sota,1991,,,,70°04'20'',,Pradera Baja,Nula,Funerario,2
358,Laguna Sota,Prieto y Cárdenas com pers. 1999,sí,,,164,,Alta,Suave,30,10
359,Laguna Thomas Gould,,sí,70°04'40'',52°03'13'',52°03'58'',,Playa Lacustre,,350,Campamento Base
360,Puente Río Chico,1971,sí,,,n.r.,,Media,Suave,10,50
361,Río Chico 0,,no,70°01'06'',52°03'05'',n.r.,,Indet.,Indet.,n.r.,n.r.
362,Río Chico 1,,,,,n.r.,,Pradera con Arbustos,Indet.,Campamento, arte rupestre
363,Río Chico 2,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
364,Río Chico 4,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
365,Río Chico 5, Bate 1970,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
366,Río Chico Matanza,Legoupil et al. 1992-93,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
367,Ush Aike,Legoupil et al. 1992-93,,,,70°03'31'',,Pradera Baja,Alta,Arte Rupestre,30
368,Río Leone 41,Legoupil et al. 1992-93,no,,,1,,Indet.,Suave,130,30
369,Río Leone 42,,no,72°33'13'',52°33'12'',0 a 1,,Indet.,Suave,40,20
370,Río Nutria 33,Legoupil et al.1992-93,no,72°00'34'',52°33'16'',5 a 6,,Indet.,Suave,10,50
371,Río Pescado,,no,72°04'55'',52°31'59'',n.r.,,Indet.,Indet.,n.r.,n.r.
372,Río Pinto 21,,no,,,0,,Indet.,Plano,30,10
373,Río San Pedro 1,com. Pers. P. Cárdenas,sí,72°11'32'',52°32'07'',1 aprox,,Alta,Indet.,100,20
374,Río San Pedro 2,,sí,70°57'58'',53°42'36'',2 aprox,,Alta,Suave,15,5
375,Río San Pedro 3,,sí,70°58'06'',53°42'14'',n.r.,,Baja,Suave,30,10
376,Río San Pedro 4,,sí,70°58'03'',53°41'41'',n.r.,,Media,Indet.,5,5
377,Río Sandy Mac Lean,,no,70°58'07'',53°41'42'',n.r.,,Indet.,Indet.,n.r.,n.r.
378,Río Santa María 1,,sí,,,2 aprox,,Baja,Suave,20,10
379,Río Santa María 2,,sí,70°58'23'',53°41'00'',2 aprox,,Media,Suave,10,5
380,Roble Viejo,BirdMs. En Legoupil et al. 1992-93,no,70°58'29'',53°40'55'',n.r.,,Indet.,Indet.,n.r.,n.r.
381,Laguna Gringos Duros,com pers. A. Prieto y P. Cárdenas,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
382,Bird 21,,sí,,,n.r.,,Alta,Suave,150,50
383,Río Verde 2,,sí,71°29'50'',52°37'07'',2 aprox,,Media,Suave,80,30
384,Casa del Cacique Mulato,,no,71°27'40'',52°39'08'',n.r.,,Baja,Plano,n.r.,n.r.
385,Rose Aike 2,,no,,,n.r.,,Indet.,Indet., Arte Rupestre,14
386,Rose Aike 3,,sí,,,176,,Media,Suave,30,100
387,Rose Aike 3 Conjunto A,,sí,69°56'45'',52°38'59'',183,,Media,Suave, Arte Rupestre,10
388,Rose Aike 3 Conjunto B,,sí,69°56'47'',52°09'03'',189,,Media,Suave, Arte Rupestre,6
389,Rose Aike 3 Unidad C,,no,69°56'46'',52°08'59'',n.r.,,Indet.,Indet.,n.r.,n.r.
390,Rose Aike 4,,sí,,,175,,Media,Suave,5,4
391,Rose Aike 5,Constantinescu et al. 1998,sí,69°56'51'',52°08'59'',134,,Media,Suave,50,100
392,Rose Aike 6,Constantinescu et al. 1998,sí,69°56'45'',52°08'46'',134,,Media,Suave,6,3
393,BAGREG 1,Constantinescu et al. 1998,no,69°56'51'',52°08'48'',n.r.,,Alta,Indet.,n.r.,n.r.
394,BAGREG 3,Constantinescu et al. 1998,no,70°09'52'',52°35'03'',n.r.,,Alta,Indet.,n.r.,n.r.
395,BAGREG 4,,no,70°11'13'',52°35'17'',n.r.,,Alta,Indet.,n.r.,n.r.
396,BAGREG 5,,no,70°11'51'',52°35'10'',n.r.,,Media,Indet.,n.r.,n.r.
397,Entre P. Sara y Grasería Sn. Gregorio,,no,70°12'59'',52°35'23'',n.r.,,Indet.,Indet.,n.r.,n.r.
398,Este Grasería San Gregorio,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
399,Grasería San Gregorio,1984,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
400,Punta San Gregorio,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
401,San Gregorio 1, 1985-86,,,,n.r.,,Pradera con Arbustos,Alta,Taller Lítico, Campamento Base
402,San Gregorio 10,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
403,San Gregorio 11,,,,,70°09'26'',,Pradera con Arbustos,Media,Funerario,2
404,San Gregorio 12,,sí,,,n.r.,,Alta,Suave, Funerario,30
405,San Gregorio 13,,no,70°03'44'',52°33'55'',n.r.,,Indet.,Indet., Funerario,n.r.
406,San Gregorio 14,1984,sí,,,n.r.,,Alta,Suave,50,150
407,San Gregorio 16,,sí,70°06'01'',52°34'30'',n.r.,,Alta,Mediana,15,15
408,San Gregorio 2,1984,,70°08'56'',52°34'57'',n.r.,,Pradera con Arbustos,Alta,Taller Lítico, Campamento Base
409,San Gregorio 3,1984,no,,,6,,Indet.,Plano, Campamento Base,n.r.
410,San Gregorio 4,,sí,,,n.r.,,Duna,,n.r.,Campamento Efímero
411,San Gregorio 5,,,,,70°08'38'',,Pradera con Arbustos,Alta,Campamento Efímero,15
412,San Gregorio 6,,sí,,,n.r.,,Alta,Suave,20,50
413,San Gregorio 8,Constantinescu et al. 1998,sí,70°02'15'',52°33'34'',4,,Alta,Suave, Campamento Base,100
414,San Gregorio 9,Constantinescu et al. 1998,no,69°58'37'',52°32'16'',7,,Indet.,Indet.,n.r.,n.r.
415,SNGR VE 1,Constantinescu et al. 1998,no,,,n.r.,,Alta,Indet.,n.r.,n.r.
416,SNGR VE2,Constantinescu 2000,no,70°06'06'',52°34'00'',n.r.,,Baja,Indet.,n.r.,n.r.
417,SNGREO 1,com pers. P. Cárdenas 2000,no,70°06'01'',52°34'02'',n.r.,,Alta,Indet.,n.r.,n.r.
418,Caleta Villagrán 1,com pers. P. Cárdenas 2000,no,69°51'16'',52°27'41'',,,Indet.,Indet.,30,15
419,San Isidro 2,com pers. P. Cárdenas 2000,sí,70º59'04'',53º47'08'',1 aprox,,Baja,Suave,500,15
420,San Isidro 3,com pers. P. Cárdenas 2000,sí,70°58'09'',53°44'39'',n.r.,,Alta,Indet.,20,10
421,San Isidro 4,,sí,70°58'11'',53°44'24'',1 aprox,,Baja,Indet.,10,5
422,San Isidro 5,com pers. P. Cárdenas 2000,sí,70°58'07'',53°43'57'',1 aprox,,Alta,Mediana,15,5
423,San Isidro 6,1983,sí,70°58',53°43'42'',n.r.,,Alta,Suave,5,2
424,San Isidro1,1989,sí,70°57'58'',53°43'07'',n.r.,,Baja,Indet.,30,15
425,Punta Baja 1 (SO8),1989,sí,70°58'16'',53°44'51'',no,,Alero y Conchal,,Estratigráfico,50
426,Punta Baja 2 (SO10),,sí,,,n.r.,,Indeterminado,Indet.,Taller Lítico,n.r.
427,Punta Baja 3 (SO9),,sí,,,n.r.,,Indeterminado,Indet.,Campamento,20
428,Punta Baja 4,,no,,,2,,Indet.,Indet.,n.r.,n.r.
429,Rio Grande,com pers. P. Cárdenas 2000,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
430,Río Grande,Legoupil 1981-82,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
431,Seno Otway,Legoupil 1981-82,sí,,,n.r.,,Alta,Suave,20,100
432,Seno Otway 1,Legoupil 1981-82,no,71°09'45'',52°48'16'',2,,Indet.,Indet.,n.r.,n.r.
433,Seno Otway 2 (Cabo Prat) ,Legoupil 1981-82,no,,,5,,Indet.,Indet.,n.r.,n.r.
434,Seno Otway 3,Legoupil 1981-82,no,,,1,,Indet.,Indet.,n.r.,n.r.
435,Seno Otway 4,Legoupil 1981-82,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
436,Seno Otway 5 (Cabo Camden), Legoupil 1980,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
437,Seno Otway 6,Ocampo et al. 1998a,no,,,1,,Indet.,Indet.,n.r.,n.r.
438,Seno Otway 7,Ocampo et al. 1998a,sí,,,n.r.,,Bosque,Indet.,Taller Lítico, Campamento
439,Bahía Felipe 12,Ocampo et al. 1998a,no,,,n.r.,,Indet.,Plano,10,20
440,Bahía Felipe 13,Ocampo et al. 1998a,no,69°47'30'',52°48'49'',n.r.,,Alta,Suave, Taller Lítico,50
441,Bahía Felipe 14,Ocampo et al. 1998a,no,69°48'51'',52°48'10'',n.r.,,Alta,Suave,30,10
442,Bahía Felipe 15,Ocampo et al. 1998a,no,69°49'21'',52°47'51'',n.r.,,Alta,Suave,60,40
443,Bahía Felipe 16,Ocampo et al. 1998a,no,69°49'37'',52°47'44'',n.r.,,Alta,Suave,Campamento Efímero,60
444,Bahía Felipe 17,Ocampo et al. 1998a,no,69°49'45'',52°47'35'',n.r.,,Alta,Plano,n.r.,n.r.
445,Bahía Felipe 18,Ocampo et al. 1998a,no,69°49'47'',52°47'33'',n.r.,,Alta,Indet.,n.r.,n.r.
446,Bahía Felipe 19,Ocampo et al. 1998a,no,69°50'01'',52°47'25'',n.r.,,Alta,Indet., Campamento Base,n.r.
447,Bahía Felipe 20,Stehberg 1996,no,69°50'10'',52°47'20'',n.r.,,Alta,Indet., Campamento Base,n.r.
448,Chenque de Bahía Felipe,Stehberg 1996,no,69°49'04'',52°47'05'',n.r.,,Alta,Plano,n.r.,n.r.
449,Bahía Gente Grande 1,Stehberg 1996,no,69°49'54'',52°47'16'',n.r.,,Indet.,Suave,5,5
450,Bahía Gente Grande 10,Stehberg 1996,no,,,n.r.,,Indet.,Suave,40,5
451,Bahía Gente Grande 11,Stehberg 1996,no,,,n.r.,,Indet.,Indet.,10,5
452,Bahía Gente Grande 12,Stehberg 1996,no,,,n.r.,,Indet.,Plano,30,10
453,Bahía Gente Grande 13,Stehberg 1996,no,,,n.r.,,Indet.,Suave,15,5
454,Bahía Gente Grande 14,Stehberg 1996,no,,,n.r.,,Indet.,Suave,80,20
455,Bahía Gente Grande 15,Stehberg 1996,no,,,n.r.,,Indet.,Suave,10,5
456,Bahía Gente Grande 17,Stehberg 1996,no,,,30,,Indet.,Suave, Campamento Base,40
457,Bahía Gente Grande 18,Stehberg 1996,no,,,n.r.,,Indet.,Plano, Campamento Base,n.r.
458,Bahía Gente Grande 19,Stehberg 1996,no,,,10,,Indet.,Suave,100,10
459,Bahía Gente Grande 2,Stehberg 1996,no,,,18,,Indet.,Suave,20,15
460,Bahía Gente Grande 20,Stehberg 1996,no,,,30,,Indet.,Plano, Campamento Base,100
461,Bahía Gente Grande 21,Stehberg 1996,no,,,n.r.,,Indet.,Suave,20,10
462,Bahía Gente Grande 3,Stehberg 1996,no,,,15,,Indet.,Plano,20,30
463,Bahía Gente Grande 4,Stehberg 1996,no,,,20,,Indet.,Indet.,3,10
464,Bahía Gente Grande 5,Stehberg 1996,no,,,16,,Indet.,Plano,5,5
465,Bahía Gente Grande 7,Stehberg 1996,no,,,18,,Indet.,Plano,150,30
466,Bahía Gente Grande 8,,no,,,n.r.,,Indet.,Suave,6,3
467,Bahía Gente Grande 9,1968,no,,,n.r.,,Indet.,Suave,20,5
468,Bloque del Guanaco,1968,sí,,,n.r.,,Baja,Mediana,2,8
469,Hotel Ba. Inútil o Santos 1, et al. 1972,sí,69°29'03'',53°34'40'',53°20'56'',,Planicie,,n.r.,Taller Lítico
470,Hotel Ba. Inútil o Santos 2,Massone 1999,sí,,,53°20'57'',,,,n.r.,Campamento Base
471,Marazzi 1,Mssone y Jackson 1998,sí,,,53°28'19'',,,,Estratigráfico,200
472,Mile 8,Massone 1999,no,,,n.r.,,Indet.,Indet.,9,4
473,Myren 1,,sí,,,n.r.,,Indeterminado,Indet.,Campamento Base, Funerario
474,Myren 2,,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
475,Poza de los Erizos,Ocampo et al. 1995,no,,,3,,Indet.,Indet.,200,50
476,Cabo San Vicente,,no,,,4,,Indet.,Indet.,4000,n.r.
477,B V1,,no,,,n.r.,,Indet.,Indet.,1,0
478,BO3,,no,69°55'51'',54°05'43'',n.r.,,Baja,Indet.,n.r.,n.r.
479,BO4,,no,,,n.r.,,Baja,Indet.,n.r.,n.r.
480,BO5,,no,,,n.r.,,Alta,Indet.,n.r.,n.r.
481,BO6, Urrejola 1971,no,,,n.r.,,Baja,Indet.,n.r.,n.r.
482,BO7,,sí,,,n.r.,,Alta,Suave,40,150
483,BO2,,,70°04'42'',53°26'23'',70°07'57'',,,Baja,Campamento Base,40
484,Corral de Pesca 1,,sí,,,0,,Media,Plano,70,70
485,Corral de Pesca 2,,sí,69°51'25'',53°40'12'',0,,Media,Plano,100,100
486,Corral de Pesca 3,,sí,69°51'25'',53°40'14'',0,,Media,Plano,200,80
487,Caleta María,,sí,69°46'35'',53°40'00'',2,,Alta,Suave,150,30
488,Camino 1,,sí,70°07'07'',53°44'39'',1,,Alta,Mediana,10,20
489,Camino 2,,sí,70°10'09'',53°47'57'',2,,Alta,Suave, Funerario,20
490,Camino 3,,sí,70°10'06'',53°47'36'',8,,Alta,Suave,50,20
491,Camino 4,,sí,70°07'57'',53°45'17'',8,,Alta,Suave,50,10
492,Camino 5,,sí,70°07'56'',53°44'59'',n.r.,,Alta,Suave,60,30
493,Camino 6,Ocampo et al. 1995,sí,70°07'55'',53°44'50'',34,,Alta,Mediana,50,10
494,Puente Viejo,Ocampo et al. 1995,sí,70°07'51'',53°44'46'',n.r.,,Alta,Mediana,20,20
495,S.C 2,,no,70°09'07'',53°46'08'',10 a 15,,Baja,Indet.,n.r.,n.r.
496,CHPE 1,,no,70°03'10'',54°02'28'',n.r.,,Baja,Indet.,n.r.,n.r.
497,La 10,,sí,68°43'25'',54°11'15'',n.r.,,Media,Mediana, Campamento Efímero,70
498,La 11,,sí,68°43'23'',53°08'41'',55,,Media,Mediana, Campamento Efímero,40
499,La 12,,sí,68°42'32'',53°08'14'',n.r.,,Baja,Suave,4,4
500,La 13,,sí,68°43'50'',53°08'26'',n.r.,,Baja,Suave,20,100
501,La 15,,sí,68°41'43'',53°07'53'',n.r.,,Media,Suave,20,60
502,La 17,,sí,68°45'33'',53°09'45'',n.r.,,Alta,Suave, Campamento Efímero,20
503,La 19,,sí,68°42'14'',53°08'32'',n.r.,,Media,Marcada, Campamento Efímero,15
504,La 21,,sí,68°41'48'',53°08'09'',n.r.,,Baja,Marcada, Campamento Efímero,20
505,La 22,,sí,68°44'02'',53°08'51'',n.r.,,Media,Mediana,100,50
506,La 24,,sí,68°39'17'',53°07'49'',n.r.,,Media,Mediana, Cantera Taller,150
507,La 25,,sí,68°39'38'',53°07'43'',n.r.,,Media,Suave, Campamento Efímero,20
508,La 26,,sí,68°40'42'',53°07'48'',n.r.,,Media,Suave, Campamento Efímero,10
509,La 27,,sí,68°39'47'',53°08'00'',n.r.,,Alta,Marcada,80,30
510,La 5,,sí,68°40'36'',53°07'38'',n.r.,,Alta,Suave, Campamento Efímero,200
511,La 6,,sí,68°44'36'',53°08'34'',n.r.,,Media,Suave, Campamento Efímero,10
512,La 7,,sí,68°42'28'',53°08'37'',74,,Alta,Mediana, Campamento Efímero,50
513,La 8,Ocampo et al. 1995,sí,68°42'45'',53°08'15'',n.r.,,Media,Mediana, Campamento Efímero,30
514,La 9,,sí,68°42'52'',53°08'20'',n.r.,,Baja,Suave,10,40
515,CV 1,,no,68°41'39'',53°08'02'',n.r.,,Indet.,Indet.,n.r.,n.r.
516,Ensenada Alakaluf,,no,68°42'28'',54°11'01'',n.r.,,Indet.,Indet.,3,3
517,Puerto Cuchillo,,no,,,n.r.,,Baja,Indet.,n.r.,n.r.
518,Punta Canoa 1 ,Ocampo et al. 1995,no,,,n.r.,,Media,Plano,n.r.,n.r.
519,Punta Canoa 2,Ocampo et al. 1995,no,,,n.r.,,Indet.,Indet.,n.r.,n.r.
520,Cueva Sepulcral 1,Ocampo et al. 1995,no,,,15,,Alta,Plano,n.r.,n.r.
521,BAG 1,Ocampo et al. 1995,no,70°04'20'',54°04'50'',n.r.,,Indet.,Indet.,n.r.,n.r.
522,BAG 2,Ocampo et al. 1995,no,69°03'49'',54°08'20'',n.r.,,Alta,mediana,n.r.,n.r.
523,L M13,Ocampo et al. 1995,no,69°03'06'',54°07'43'',n.r.,,Indet.,marcada, Taller Lítico,n.r.
524,Lago Blanco 1,Ocampo et al. 1995,sí,69°00'25'',54°05'37'',n.r.,,Baja,Suave,20,30
525,LB X,Ocampo et al. 1995,no,68°57'21'',54°04'04'',n.r.,,Indet.,Indet.,n.r.,n.r.
526,LB X2,Ocampo et al. 1995,no,68°58'31'',54°06'39'',n.r.,,Indet.,Indet., Taller Lítico,n.r.
527,Lg M10,Ocampo et al. 1995,no,68°56'39'',54°04'16'',n.r.,,Indet.,Indet., Taller Lítico,n.r.
528,Lg M11,Ocampo et al. 1995,no,70°48'32'',52°56'54'',n.r.,,Indet.,Indet., Taller Lítico,n.r.
529,Lg M12,Ocampo et al. 1995,no,69°00'25'',54°05'37'',n.r.,,Indet.,Indet., Taller Lítico,n.r.
530,Lg M14,Ocampo et al. 1995,no,70°48'32'',52°56'54'',n.r.,,Indet.,mediana,n.r.,n.r.
531,Lg M15,Ocampo et al. 1995,no,68°58'59'',54°05'01'',n.r.,,Baja,Indet.,6,5
532,Lg M16,Ocampo et al. 1995,no,68°58'38'',54°04'54'',n.r.,,Indet.,Indet., Taller Lítico,n.r.
533,Lg M18,Ocampo et al. 1995,no,68°58'58'',54°04'49'',n.r.,,Indet.,Indet.,n.r.,n.r.
534,Lg M19,Ocampo et al. 1995,no,68°58'40'',54°04'43'',n.r.,,Indet.,Indet., Campamento Base,n.r.
535,Lg M20,Ocampo et al. 1995,no,68°58'06'',54°04'35'',n.r.,,Indet.,Indet., Taller Lítico,n.r.
536,Lg M3,Ocampo et al. 1995,no,68°57'45'',54°04'26'',n.r.,,Indet.,Indet.,n.r.,n.r.
537,Lg M4,Ocampo et al. 1995,no,69°02'41'',54°06'55'',n.r.,,Indet.,marcada,n.r.,n.r.
538,Lg M5,Ocampo et al. 1995,no,69°02'20'',54°06'38'',n.r.,,Indet.,mediana,n.r.,n.r.
